,location,lat,lon,GHIs
862,USA_WI_Green__Bay-Austin__Straubel__Intl__AP__726450_TMY3,44.48,-88.13,"[174490, 185428, 189682, 155906, 120667, 833879]"
863,USA_FL_Daytona__Beach__722056_TMY2,29.18,-81.05,"[191556, 188141, 193686, 177399, 152453, 910206]"
864,USA_AR_Little__Rock-Adams__Field__723403_TMY,34.92,-92.15,"[184394, 193462, 194600, 175787, 143501, 899610]"
865,USA_NC_Charlotte-Douglas__Intl__AP__723140_TMY,35.22,-80.93,"[171185, 188644, 182264, 172875, 137171, 859376]"
866,USA_TX_Brownsville-South__Padre__Island__AP__722500_TMY3,25.9,-97.43,"[173619, 188507, 196514, 183989, 159541, 908104]"
867,USA_WA_Tacoma__Narrows__AP__727938_TMY3,47.27,-122.58,"[157241, 184878, 189573, 157323, 102448, 798327]"
868,USA_FL_Gainesville__Rgnl__AP__722146_TMY3,29.7,-82.28,"[190655, 172036, 178424, 158849, 134162, 840801]"
869,USA_TX_Abilene-Dyess__AFB__690190_TMY3,32.43,-99.85,"[215035, 220144, 219835, 205734, 174047, 1043051]"
870,USA_MN_Pipestone__AWOS__726566_TMY3,43.98,-96.32,"[155752, 188158, 200347, 177897, 125171, 853111]"
871,USA_MI_Lansing-Capital__City__AP__725390_TMY3,42.78,-84.58,"[169065, 185883, 184232, 157174, 128344, 832135]"
872,USA_MN_Hibbing-Chisholm__Hibbing__AP__727455_TMY3,47.38,-92.85,"[133068, 158238, 159540, 164927, 123953, 744409]"
873,USA_MT_Miles__City__Muni__AP__742300_TMY,46.43,-105.87,"[176588, 203632, 224799, 195602, 140560, 949351]"
874,USA_LA_New__Orleans-Lakefront__AP__722315_TMY3,30.05,-90.03,"[161902, 140434, 174788, 157796, 141514, 781033]"
875,USA_FL_Jacksonville__Intl__AP__722060_TMY,30.5,-81.7,"[186235, 178015, 176499, 168772, 132687, 849544]"
876,USA_CO_Montrose__County__AP__724765_TMY3,38.5,-107.9,"[187640, 235678, 182871, 184668, 154344, 949803]"
877,USA_NC_New__Bern-Craven__County__Rgnl__AP__723095_TMY3,35.07,-77.05,"[178253, 157089, 167490, 150858, 123389, 782643]"
878,USA_ME_Portland__Intl__Jetport__726060_TMY3,43.65,-70.3,"[163369, 166468, 190086, 165206, 130025, 823252]"
879,USA_RI_Providence-T__F__Green__State__AP__725070_TMY3,41.72,-71.43,"[165063, 182557, 174459, 157741, 124105, 811003]"
880,USA_WA_Hoquiam__AP__727923_TMY3,46.98,-123.93,"[157917, 170164, 181806, 141436, 109384, 763148]"
881,USA_CA_San__Francisco__724940_TMY2,37.62,-122.38,"[201866, 214805, 234734, 202721, 166603, 1026358]"
882,USA_KS_Salina__Muni__AP__724586_TMY3,38.82,-97.67,"[184205, 183122, 193454, 192919, 153114, 914292]"
883,USA_TN_Bristol-TriCities__Rgnl__AP__723183_TMY3,36.47,-82.4,"[167082, 182393, 189895, 173372, 131853, 848917]"
884,USA_CT_New__Haven-Tweed__AP__725045_TMY3,41.27,-72.88,"[148479, 185906, 195403, 163400, 136519, 836207]"
885,USA_CA_Truckee__Tahoe__AP__725846_TMY3,39.32,-120.13,"[174064, 211305, 244455, 231961, 174754, 1043121]"
886,USA_NE_Tekamah__AWOS__725527_TMY3,41.77,-96.17,"[157035, 162228, 177503, 184105, 144216, 829253]"
887,USA_NC_Charlotte__723140_TMY2,35.22,-80.93,"[183493, 191792, 186699, 171937, 138637, 879668]"
888,USA_AK_Kotzebue__701330_TMY2,66.87,-162.63,"[153022, 160615, 146767, 94764, 61614, 624682]"
889,USA_KY_Louisville-Bowman__Field__724235_TMY3,38.23,-85.67,"[142113, 172677, 171269, 166596, 124042, 780163]"
890,USA_IL_Peoria-Greater__Peoria__AP__725320_TMY3,40.67,-89.68,"[174640, 198500, 194947, 174081, 134765, 884257]"
891,USA_TX_Galveston__722420_TMY3,29.3,-94.8,"[208073, 199967, 208356, 163332, 132094, 915489]"
892,USA_MO_Columbia__Rgnl__AP__724450_TMY,38.82,-92.22,"[187401, 188852, 206271, 182482, 136794, 908638]"
893,USA_IN_South__Bend__725350_TMY2,41.7,-86.32,"[169537, 183656, 184471, 166015, 126180, 835908]"
894,USA_NM_Las__Cruces__Intl__AP__722695_TMY3,32.28,-106.92,"[244120, 243923, 227342, 206435, 182466, 1111601]"
895,USA_TX_Wichita__Falls__Muni__AP__723510_TMY,33.98,-98.5,"[197653, 207900, 206745, 189189, 152954, 961268]"
896,USA_WI_Eau__Claire__County__AP__726435_TMY3,44.87,-91.48,"[171312, 186798, 179714, 159968, 116778, 818223]"
897,USA_MT_Great__Falls__Intl__AP__727750_TMY,47.5,-111.18,"[168253, 196989, 227553, 188742, 127913, 917679]"
898,USA_MN_Hutchinson__AWOS__726569_TMY3,44.87,-94.38,"[125638, 165622, 200545, 179817, 126066, 800622]"
899,USA_AK_Shishmaref__AWOS__701195_TMY3,66.27,-166.05,"[142912, 171235, 137992, 79309, 71603, 607924]"
900,USA_KS_Hill__City__Muni__AP__724655_TMY3,39.38,-99.83,"[193176, 205327, 186352, 191978, 132733, 917941]"
901,USA_NE_Holdrege-Brewster__Field__725628_TMY3,40.45,-99.33,"[114017, 205937, 193426, 174231, 137518, 829016]"
902,USA_FL_Apalachicola__722200_TMY,29.73,-85.03,"[201347, 181204, 183265, 173726, 147246, 894074]"
903,USA_MI_Kalamazoo-Battle__Creek__Intl__AP__726357_TMY3,42.23,-85.55,"[163406, 182778, 150515, 165330, 98266, 767324]"
904,USA_AR_Fort__Smith__Rgnl__AP__723440_TMY,35.33,-94.37,"[183345, 191003, 198556, 183087, 146579, 909723]"
905,USA_IA_Decorah__Muni__AP__725476_TMY3,43.28,-91.73,"[161935, 173081, 194674, 155201, 124029, 811584]"
906,USA_CO_Trinidad-Las__Animas__County__AP__724645_TMY3,37.27,-104.33,"[204573, 222162, 216879, 191827, 166823, 1009984]"
907,USA_AR_Fort__Smith__723440_TMY2,35.33,-94.37,"[183760, 199241, 198861, 187727, 142673, 919195]"
908,USA_KS_Topeka-Phillip__Billard__Muni__AP__724560_TMY3,39.07,-95.63,"[172455, 191215, 196149, 181826, 145274, 894006]"
909,USA_AL_Muscle__Shoals__Rgnl__AP__723235_TMY3,34.75,-87.6,"[159609, 176270, 167888, 158229, 129580, 798474]"
910,USA_OK_Tulsa__Intl__AP__723560_TMY3,36.2,-95.88,"[179488, 197786, 212428, 184093, 145923, 922169]"
911,USA_CO_Colorado__Springs-Peterson__Field__724660_TMY3,38.82,-104.72,"[185501, 213833, 213014, 186813, 151629, 957048]"
912,USA_NH_Concord__Muni__AP__726050_TMY,43.2,-71.5,"[156986, 165444, 161224, 139069, 101656, 728575]"
913,USA_CO_Eagle__County__Rgnl__AP__724675_TMY,39.65,-106.92,"[212630, 237378, 228213, 206768, 166559, 1060732]"
914,USA_MI_Hancock-Houghton__County__AP__727440_TMY3,47.17,-88.5,"[183740, 171434, 169289, 160911, 108905, 802450]"
915,USA_OH_Dayton-Wright__Patterson__AFB__745700_TMY3,39.83,-84.05,"[151461, 177682, 183473, 147606, 127561, 792486]"
916,USA_IA_Spencer__Muni__AP__726500_TMY3,43.17,-95.15,"[157058, 174915, 176310, 148676, 128696, 788084]"
917,USA_MN_Alexandria__Muni__AP__726557_TMY3,45.88,-95.4,"[160504, 154370, 172324, 185292, 117645, 794161]"
918,USA_CA_Visalia__Muni__AWOS__723896_TMY3,36.32,-119.4,"[214556, 234735, 249626, 227400, 182264, 1117023]"
919,USA_OR_Redmond-Roberts__Field__726835_TMY3,44.25,-121.17,"[190666, 223040, 230442, 202748, 148633, 1001133]"
920,USA_IN_South__Bend-Michiana__Rgnl__AP__725350_TMY,41.7,-86.32,"[158347, 184577, 187337, 174292, 128534, 840774]"
921,USA_CA_Carlsbad__722927_TMY3,33.13,-117.28,"[168847, 215550, 226197, 204294, 136287, 956756]"
922,USA_AK_Kodiak__703500_TMY2,57.75,-152.33,"[136490, 136305, 137835, 114965, 75477, 605446]"
923,USA_AZ_Winslow__Muni__AP__723740_TMY3,35.03,-110.72,"[232466, 235356, 208222, 183882, 164456, 1032737]"
924,USA_MN_Rochester__726440_TMY2,43.92,-92.5,"[163527, 188353, 193171, 167497, 122187, 841340]"
925,USA_OR_Klamath__Falls__Intl__AP__725895_TMY3,42.22,-121.74,"[200326, 233909, 245151, 223301, 159603, 1070858]"
926,USA_MO_Kansas__City__Downtown__AP__724463_TMY3,39.12,-94.6,"[165222, 188866, 165149, 183138, 130592, 840319]"
927,USA_PA_Philadelphia__724086_TMY2,39.88,-75.25,"[164016, 180637, 185612, 172956, 129822, 838902]"
928,USA_LA_Houma-Terrebonne__AP__722406_TMY3,29.57,-90.67,"[170185, 187220, 183518, 161736, 165568, 873766]"
929,USA_AL_Anniston__Metro__AP__722287_TMY3,33.58,-85.85,"[149906, 186906, 160601, 163430, 138198, 806101]"
930,USA_SC_Myrtle__Beach__AFB__747910_TMY3,33.68,-78.93,"[205880, 192099, 175484, 168366, 126973, 874579]"
931,USA_OK_Fort__Sill-Henry__Post__AAF__723550_TMY3,34.65,-98.4,"[174724, 221082, 217737, 196503, 172824, 991147]"
932,USA_GA_Savannah__Intl__AP__722070_TMY,32.13,-81.2,"[170080, 177263, 164549, 157421, 125028, 801740]"
933,USA_AK_Aniak__AP__702320_TMY3,61.58,-159.53,"[168475, 171008, 137509, 97922, 80262, 662366]"
934,USA_IL_Bloomington__Normal-Central__Illinois__Rgnl__AP__724397_TMY3,40.47,-88.92,"[186294, 196719, 200443, 166006, 134537, 891227]"
935,USA_GA_Albany-Dougherty__County__AP__722160_TMY3,31.53,-84.18,"[172404, 166918, 192825, 173215, 140149, 852915]"
936,USA_PA_Harrisburg-Capital__City__AP__725118_TMY3,40.22,-76.85,"[168708, 182192, 176598, 156982, 123541, 811718]"
937,USA_NV_Winnemucca__Muni__AP__725830_TMY3,40.9,-117.8,"[206728, 231309, 239725, 215570, 167918, 1070006]"
938,USA_WY_Casper-Natrona__County__Intl__AP__725690_TMY,42.92,-106.47,"[209119, 237058, 251555, 219004, 160624, 1086214]"
939,USA_IL_Springfield__724390_TMY2,39.83,-89.67,"[178482, 199516, 201938, 174219, 135197, 894186]"
940,USA_WV_Charleston-Yeager__AP__724140_TMY3,38.38,-81.58,"[176958, 187534, 186102, 166202, 128134, 850997]"
941,USA_MI_Sault__Ste__Marie__727340_TMY2,46.47,-84.37,"[175625, 182293, 181121, 156551, 104849, 803095]"
942,USA_OK_Oklahoma__City-Tinker__AFB__723540_TMY3,35.42,-97.38,"[184792, 199134, 209615, 194264, 134017, 929849]"
943,USA_TX_Lubbock__722670_TMY2,33.65,-101.82,"[205989, 217352, 205043, 191180, 155984, 981927]"
944,USA_MS_Hattiesburg-Laurel__AP__722348_TMY3,31.47,-89.33,"[166005, 189380, 213859, 174845, 137393, 889172]"
945,USA_KY_Somerset-Pulaski__County__AWOS__724354_TMY3,38.0,-84.6,"[172958, 209396, 177335, 168773, 120608, 854708]"
946,USA_AK_Togiak__Village__AWOS__703606_TMY3,59.05,-160.4,"[153873, 124815, 145340, 100110, 74302, 602109]"
947,USA_VA_Roanoke__Rgnl__AP-Woodrum__Field__724110_TMY3,37.32,-79.97,"[165935, 191189, 188461, 169968, 135311, 857882]"
948,USA_NY_Buffalo-Greater__Buffalo__Intl__AP__725280_TMY3,42.93,-78.73,"[165749, 195179, 187632, 161478, 118523, 836917]"
949,USA_CA_Bakersfield-Meadows__Field__723840_TMY,35.43,-119.05,"[237227, 261257, 265182, 235929, 189507, 1196881]"
950,USA_MA_Westfield-Barnes__Muni__AP__744915_TMY3,42.15,-72.72,"[134372, 142978, 159655, 156137, 109711, 705548]"
951,USA_NV_Tonopah__AP__724855_TMY,38.05,-117.08,"[250659, 259837, 261832, 237328, 194468, 1209593]"
952,USA_WI_Green__Bay__726450_TMY2,44.48,-88.13,"[174526, 185023, 194361, 153958, 114837, 828370]"
953,USA_NE_North__Platte__Rgnl__AP__725620_TMY,41.13,-100.68,"[191706, 219527, 217730, 195122, 149242, 980438]"
954,USA_KS_Olathe-Johnson__County__Industrial__AP__724475_TMY3,38.83,-94.88,"[165522, 195081, 230949, 191475, 150876, 941361]"
955,USA_NM_Las__Vegas-Muni__AP__723677_TMY3,35.65,-105.15,"[211135, 227693, 213387, 202112, 146139, 1008127]"
956,USA_NE_Norfolk-Karl__Stefan__Mem__AP__725560_TMY3,41.98,-97.43,"[186818, 207318, 210082, 176899, 142631, 929094]"
957,USA_MT_Butte-Bert__Mooney__AP__726785_TMY3,45.95,-112.5,"[180476, 196276, 209574, 184714, 120105, 898694]"
958,USA_MO_Whiteman__AFB__724467_TMY3,38.72,-93.55,"[197471, 220765, 214680, 187846, 127255, 949664]"
959,USA_MN_Orr__Rgnl__AP__726544_TMY3,48.02,-92.87,"[136870, 163458, 176079, 166412, 100497, 750942]"
960,USA_AZ_Tucson__Intl__AP__722740_TMY3,32.13,-110.95,"[232235, 244239, 216510, 205241, 180527, 1087096]"
961,USA_MT_Helena__Rgnl__AP__727720_TMY,46.6,-112.0,"[181115, 190857, 228424, 190020, 138617, 931031]"
962,USA_OR_Medford-Rogue__Valley__Intl__AP__725970_TMY,42.37,-122.87,"[191209, 220449, 247119, 209252, 150612, 1026484]"
963,USA_AK_Cold__Bay__703160_TMY2,55.2,-162.72,"[104249, 117758, 112931, 92158, 60282, 490132]"
964,USA_NC_Cherry__Point__MCAS__723090_TMY,34.9,-76.88,"[180923, 188879, 182497, 162519, 132262, 854615]"
965,USA_MD_Patuxent__River__NAS__724040_TMY3,38.3,-76.42,"[156367, 204922, 179865, 173403, 116772, 838706]"
966,USA_IA_Atlantic__Muni__AP__725453_TMY3,41.4,-95.05,"[175438, 161879, 178502, 164289, 119178, 806508]"
967,USA_PA_Allentown-Lehigh__Valley__Intl__AP__725170_TMY,40.65,-75.43,"[156638, 173961, 174386, 150753, 115041, 777025]"
968,USA_TX_Hondo__Muni__AP__722533_TMY3,29.37,-99.17,"[166023, 197688, 212468, 191979, 167735, 939792]"
969,USA_WY_Cheyenne__725640_TMY2,41.15,-104.82,"[183406, 208764, 200954, 183267, 150764, 934334]"
970,USA_MI_Ironwood__AWOS__727445_TMY3,46.53,-90.13,"[155320, 184251, 194382, 167826, 116931, 820898]"
971,USA_AK_Middleton__Island__703430_TMY3,59.47,-146.32,"[170581, 160989, 129634, 110034, 76027, 653788]"
972,USA_FL_MacDill__AFB__747880_TMY3,27.85,-82.52,"[171891, 186671, 180623, 169696, 141526, 853778]"
973,USA_PA_Wilkes-Barre-Scranton__Intl__AP__725130_TMY,41.33,-75.73,"[155662, 170225, 166833, 148206, 104869, 749641]"
974,USA_CO_Limon__Muni__AP__724665_TMY3,39.18,-103.72,"[196716, 216101, 209078, 196607, 150453, 976414]"
975,USA_VA_Abingdon-Virgina__Highlands__AP__724058_TMY3,36.68,-82.03,"[181569, 181333, 171012, 160690, 141494, 841123]"
976,USA_TX_Amarillo__723630_TMY2,35.23,-101.7,"[198494, 220264, 221656, 192770, 157113, 997846]"
977,USA_OK_Oklahoma__City-Wiley__Post__Field__723544_TMY3,35.53,-97.65,"[190284, 210913, 202847, 189971, 130909, 932938]"
978,USA_FL_Tyndall__AFB__747750_TMY3,30.07,-85.58,"[165599, 197504, 189927, 175378, 153688, 885818]"
979,USA_WY_Lander-Hunt__Field__725760_TMY3,42.82,-108.73,"[196597, 221307, 218215, 195059, 151311, 990552]"
980,USA_AK_Fairbanks__Intl__AP__702610_TMY,64.82,-147.87,"[151800, 159900, 153089, 105414, 65258, 642431]"
981,USA_MI_Manistee__AWOS__726385_TMY3,44.27,-86.25,"[158740, 189068, 187970, 155121, 116732, 812974]"
982,USA_IA_Keokuk__Muni__AP__725456_TMY3,40.47,-91.43,"[161633, 188085, 209595, 167608, 134892, 863407]"
983,USA_TX_Del__Rio-Laughlin__AFB__722615_TMY3,29.37,-100.78,"[171785, 196041, 198923, 196192, 139001, 909521]"
984,USA_NY_White__Plains-Westchester__County__AP__725037_TMY3,41.07,-73.72,"[154180, 148838, 150613, 140498, 106714, 706563]"
985,USA_TX_McGregor__AWOS__722563_TMY3,31.48,-97.32,"[199512, 223296, 231233, 213220, 167894, 1042644]"
986,USA_CO_Denver__Intl__AP__725650_TMY3,39.83,-104.65,"[190251, 218042, 208180, 185674, 155254, 963295]"
987,USA_AK_Anchorage__Intl__AP__702730_TMY3,61.18,-150.0,"[135473, 165100, 143951, 113662, 66373, 627942]"
988,USA_CT_Hartford-Brainard__Field__725087_TMY3,41.73,-72.65,"[151300, 191444, 163055, 155101, 98760, 767347]"
989,USA_AK_Annette__703980_TMY2,55.03,-131.57,"[143501, 152866, 144554, 136856, 86724, 671257]"
990,USA_LA_Lake__Charles__Rgnl__AP__722400_TMY3,30.12,-93.23,"[171647, 184020, 186763, 179422, 150721, 878076]"
991,USA_VA_Quantico__MCAS__724035_TMY3,38.5,-77.3,"[159177, 193103, 193968, 178602, 158145, 889604]"
992,USA_NV_Winnemucca__Muni__AP__725830_TMY,40.9,-117.8,"[219915, 253253, 257152, 228993, 183653, 1151706]"
993,USA_MT_Glendive__AWOS__726676_TMY3,47.13,-104.8,"[149041, 191622, 221731, 195230, 128405, 891244]"
994,USA_MO_Cape__Girardeau__Muni__AP__723489_TMY3,37.23,-89.57,"[190162, 170503, 188049, 171317, 125040, 848051]"
995,USA_MA_Boston-Logan__725090_TMY2,42.37,-71.03,"[169198, 180846, 186940, 168580, 127735, 836888]"
996,USA_TX_McAllen-Miller__Intl__AP__722506_TMY3,26.31,-98.17,"[166822, 210103, 224987, 175951, 154272, 937963]"
997,USA_MT_Cut__Bank__Muni__AP__727796_TMY3,48.6,-112.37,"[180364, 196982, 212155, 178782, 129293, 899244]"
998,USA_CA_Mountain__View-Moffett__Field__NAS__745090_TMY,37.42,-122.05,"[217052, 230157, 239197, 214785, 165629, 1074713]"
999,USA_CA_Lemoore__NAS__747020_TMY3,36.33,-119.95,"[230749, 244923, 242721, 218708, 173461, 1118306]"
1000,USA_OH_Cleveland-Hopkins__Intl__AP__725240_TMY3,41.4,-81.85,"[177888, 183021, 191370, 158710, 120472, 836408]"
1001,USA_OR_Portland__Intl__AP__726980_TMY3,45.6,-122.62,"[159045, 179938, 193917, 169797, 119929, 829906]"
1002,USA_VA_Oceana__NAS__723075_TMY3,36.82,-76.03,"[167951, 182630, 192308, 173038, 117369, 839999]"
1003,USA_FL_Jacksonville__722060_TMY2,30.5,-81.7,"[185444, 182346, 182820, 169066, 141533, 869033]"
1004,USA_CA_Blue__Canyon__AP__725845_TMY3,39.3,-120.72,"[221358, 255189, 255016, 229315, 156000, 1125510]"
1005,USA_AK_Hoonah__702607_TMY3,58.08,-135.45,"[158333, 159648, 138213, 107698, 71520, 639053]"
1006,USA_MN_Hallock__727478_TMY3,48.78,-96.95,"[160952, 194256, 187682, 160035, 98025, 808972]"
1007,USA_MO_Farmington__Rgnl__AP__724454_TMY3,37.77,-90.4,"[203719, 201338, 200660, 183672, 140581, 936614]"
1008,USA_CA_Hawthorne-Jack__Northrop__Field__722956_TMY3,33.92,-118.33,"[187988, 209633, 224694, 202829, 153872, 986889]"
1009,USA_AK_Ketchikan__Intl__AP__703950_TMY3,55.37,-131.72,"[122337, 164333, 92329, 113954, 66548, 561613]"
1010,USA_TX_Kingsville__722516_TMY,27.5,-97.82,"[175573, 192393, 209116, 189671, 160940, 935095]"
1011,USA_MT_Kalispell-Glacier__Park__Intl__AP__727790_TMY3,48.32,-114.25,"[166291, 191961, 209917, 179973, 118507, 870933]"
1012,USA_UT_Vernal__AP__725705_TMY3,40.43,-109.52,"[206031, 231147, 230391, 198215, 112317, 986892]"
1013,USA_VT_Springfield-Hartnes__State__AP__726115_TMY3,43.35,-72.52,"[142894, 208567, 161610, 145351, 109266, 775621]"
1014,USA_WI_Green__Bay-Austin__Straubel__Intl__AP__726450_TMY,44.48,-88.13,"[159917, 175595, 186933, 156292, 121603, 806523]"
1015,USA_MI_Houghton-Lake__Roscommon__County__AP__726380_TMY3,44.37,-84.68,"[166050, 184262, 183402, 156909, 108714, 804181]"
1016,USA_MT_Wolf__Point__Intl__AP__727686_TMY3,48.31,-105.1,"[147064, 172775, 198391, 152868, 113728, 787323]"
1017,USA_CA_Fresno__723890_TMY2,36.77,-119.72,"[224478, 243778, 251880, 227632, 176232, 1132266]"
1018,USA_OR_North__Bend__Muni__AP__726917_TMY,43.42,-124.25,"[175760, 183805, 199832, 182648, 128512, 878294]"
1019,USA_WA_Yakima__727810_TMY2,46.57,-120.53,"[189124, 211789, 224938, 190566, 142938, 965387]"
1020,USA_FL_Tallahassee__Rgnl__AP__722140_TMY3,30.38,-84.37,"[184169, 171775, 177051, 169604, 145100, 853528]"
1021,USA_WI_Madison__726410_TMY2,43.13,-89.33,"[180046, 191954, 194397, 175024, 121583, 866910]"
1022,USA_WI_Janesville-Rock__County__AP__726415_TMY3,42.62,-89.03,"[160407, 172696, 183422, 153044, 131688, 808109]"
1023,USA_CO_Denver-Stapleton__724690_TMY,39.76,-104.86,"[206838, 221892, 227269, 196990, 168095, 1029927]"
1024,USA_LA_Lafayette__RgnlAP__722405_TMY3,30.2,-91.98,"[195209, 164885, 177510, 192189, 167306, 899012]"
1025,USA_WA_Bremerton__National__AP__727928_TMY3,47.48,-122.75,"[150457, 168942, 184403, 152324, 117837, 779629]"
1026,USA_OK_Vance__AFB__723535_TMY3,36.33,-97.92,"[173852, 201410, 212608, 192852, 164269, 953186]"
1027,USA_CO_Alamosa__Muni__AP__724620_TMY3,37.43,-105.87,"[214186, 241774, 227609, 203891, 179163, 1073258]"
1028,USA_NY_Massena__726223_TMY2,44.93,-74.85,"[160688, 185843, 186570, 157442, 113000, 807452]"
1029,USA_MD_Andrews__AFB__745940_TMY3,38.82,-76.87,"[182958, 179045, 155698, 153321, 123662, 802033]"
1030,USA_MO_Springfield__Rgnl__AP__724400_TMY3,37.23,-93.38,"[178606, 193763, 207776, 182557, 137778, 903973]"
1031,USA_NY_Westhampton-Suffolk__County__AP__744865_TMY3,40.85,-72.63,"[163935, 152839, 169908, 165946, 115553, 773447]"
1032,USA_PA_Harrisburg-Capital__City__AP__725118_TMY,40.2,-76.77,"[159201, 171843, 175711, 148265, 117921, 776044]"
1033,USA_MT_Lewistown__Muni__AP__726776_TMY3,47.05,-109.45,"[166944, 196696, 206503, 175717, 124648, 877181]"
1034,USA_ME_Bangor__Intl__AP__726088_TMY3,44.8,-68.82,"[137760, 177840, 169237, 149755, 98503, 740751]"
1035,USA_TX_Houston-Intercontinental__722430_TMY2,29.98,-95.37,"[167429, 183627, 182419, 171355, 147018, 858446]"
1036,USA_WI_Milwaukee-Mitchell__Intl__AP__726400_TMY3,42.95,-87.9,"[173535, 185083, 189153, 155381, 128248, 838089]"
1037,USA_AK_McGrath__AP__702310_TMY3,62.95,-155.6,"[136684, 157298, 150785, 109863, 64112, 624038]"
1038,USA_TN_Dyersburg__Muni__AP__723347_TMY3,36.02,-89.4,"[201045, 179961, 200512, 185300, 154891, 928320]"
1039,USA_WV_Clarksburg-Harrison__Marion__Rgnl__AP__724175_TMY3,39.28,-80.23,"[148498, 130876, 170539, 174140, 132222, 762817]"
1040,USA_AK_King__Salmon__AP__703260_TMY,58.68,-156.65,"[152118, 144915, 133628, 98479, 73519, 606151]"
1041,USA_OR_Astoria__Rgnl__AP__727910_TMY,46.15,-123.88,"[145875, 152062, 173385, 143448, 112268, 734884]"
1042,USA_FL_Melbourne__Rgnl__AP__722040_TMY3,28.12,-80.65,"[214738, 148865, 179721, 174875, 145099, 870415]"
1043,USA_CA_Long__Beach-Daugherty__Field__722970_TMY,33.82,-118.15,"[187278, 200835, 225985, 204230, 159268, 985120]"
1044,USA_AK_Bethel__AP__702190_TMY,60.78,-161.8,"[142643, 146317, 112763, 88013, 68608, 561664]"
1045,USA_MT_Glasgow__Intl__AP__727680_TMY,48.22,-106.62,"[181261, 190030, 215041, 177957, 125235, 894358]"
1046,USA_OR_Eugene-Mahlon__Sweet__AP__726930_TMY3,44.05,-123.07,"[156055, 197455, 213658, 188261, 124795, 887672]"
1047,USA_AK_Fairbanks__702610_TMY2,64.82,-147.87,"[150296, 167979, 158863, 117949, 67151, 667750]"
1048,USA_UT_Cedar__City__Muni__AP__724755_TMY,37.7,-113.1,"[239459, 251509, 246079, 217252, 188512, 1149047]"
1049,USA_MN_Cloquet__AWOS__726558_TMY3,46.7,-92.5,"[148776, 163232, 198200, 167574, 99815, 780800]"
1050,USA_NH_Lebanon__Muni__AP__726116_TMY3,43.63,-72.3,"[132944, 184778, 169719, 155388, 109225, 755146]"
1051,USA_MN_Willmar__Muni__AP__726576_TMY3,45.12,-95.08,"[141866, 181202, 203461, 183023, 119828, 830517]"
1052,USA_AL_Birmingham__Muni__AP__722280_TMY,33.57,-86.75,"[179728, 176364, 175588, 162256, 140144, 841459]"
1053,USA_NH_Pease__Intl__Tradeport__726055_TMY3,43.08,-70.82,"[167950, 162036, 158131, 140433, 121043, 756617]"
1054,USA_AR_Fayetteville-Drake__Field__723445_TMY3,36.0,-94.17,"[182196, 158038, 209355, 193622, 140726, 888119]"
1055,USA_OR_La__Grande__Muni__AP__726884_TMY3,45.28,-118.0,"[176546, 219169, 227950, 187683, 139300, 958051]"
1056,USA_NC_Raleigh-Durham__Intl__AP__723060_TMY3,35.87,-78.78,"[171248, 191794, 187972, 173180, 134789, 866502]"
1057,USA_HI_Barbers__Point__NAS__911780_TMY,21.32,-158.07,"[187424, 191877, 199103, 194984, 171632, 951514]"
1058,USA_NY_Buffalo-Greater__Buffalo__Intl__AP__725280_TMY,42.93,-78.73,"[156928, 170260, 172926, 145237, 111613, 764366]"
1059,USA_IA_Burlington__Muni__AP__725455_TMY3,40.78,-91.12,"[162003, 211566, 208282, 163961, 131202, 878516]"
1060,USA_IA_Waterloo__Muni__AP__725480_TMY3,42.55,-92.4,"[178511, 187357, 194917, 167145, 128252, 860033]"
1061,USA_LA_Shreveport__Rgnl__AP__722480_TMY,32.47,-93.82,"[182466, 198551, 199711, 183519, 142074, 911506]"
1062,USA_CA_Concord-Buchanan__Field__724936_TMY3,38.0,-122.05,"[222908, 243595, 238918, 217150, 165574, 1095398]"
1063,USA_FL_Fort__Lauderdale__Intl__AP__722025_TMY3,26.07,-80.15,"[186538, 172055, 201453, 176095, 130792, 874347]"
1064,USA_TX_Dalhart__Muni__AP__722636_TMY3,36.02,-102.55,"[223090, 210471, 223259, 194805, 163179, 1023373]"
1065,USA_KS_Dodge__City__Rgnl__AP__724510_TMY3,37.77,-99.97,"[194808, 211532, 224167, 197137, 152979, 987005]"
1066,USA_CA_Monterey__NAF__724915_TMY3,36.6,-121.87,"[196067, 211302, 183842, 196041, 152330, 946687]"
1067,USA_MN_Morris__Muni__AWOS__726565_TMY3,45.57,-95.97,"[174440, 180794, 200746, 185827, 114475, 863897]"
1068,USA_OR_North__Bend__726917_TMY2,43.42,-124.25,"[173579, 190968, 203912, 172775, 131908, 881114]"
1069,USA_KS_Liberal__Muni__AP__724516_TMY3,37.03,-100.97,"[202411, 224033, 221942, 207226, 167184, 1030669]"
1070,USA_NC_Greensboro__723170_TMY2,36.08,-79.95,"[178781, 194802, 188773, 172359, 141779, 883712]"
1071,USA_AK_Petersburg__703860_TMY3,56.8,-132.95,"[133713, 146875, 110701, 99617, 60005, 557712]"
1072,USA_ND_Minot__Intl__AP__727676_TMY3,48.27,-101.28,"[174915, 202950, 209771, 168211, 118487, 877480]"
1073,USA_NY_Rochester__725290_TMY2,43.12,-77.67,"[161294, 189645, 185731, 160434, 124469, 829319]"
1074,USA_TX_Greenville__Muni__AP__722588_TMY3,33.07,-96.07,"[176639, 197786, 204704, 188902, 152472, 928240]"
